Date,Open,High,Low,Close,Adj Close,Volume
2019-11-04,1.483000,1.523000,1.480000,1.510000,1.510000,0
2019-11-11,1.513000,1.545000,1.513000,1.528000,1.528000,0
2019-11-18,1.525000,1.543000,1.518000,1.543000,1.543000,0
2019-11-25,1.545000,1.585000,1.540000,1.540000,1.540000,0
2019-12-02,1.550000,1.675000,1.480000,1.480000,1.480000,0
2019-12-09,1.478000,2.000000,1.478000,1.523000,1.523000,0
2019-12-16,1.525000,1.533000,1.515000,1.528000,1.528000,0
2019-12-23,1.530000,1.545000,1.513000,1.518000,1.518000,0
2019-12-30,1.508000,1.518000,1.460000,1.473000,1.473000,0
2020-01-06,1.478000,1.505000,1.475000,1.498000,1.498000,0
2020-01-13,1.500000,1.530000,1.500000,1.523000,1.523000,0
2020-01-20,1.513000,1.518000,1.490000,1.490000,1.490000,0
2020-01-27,1.485000,1.535000,1.483000,1.510000,1.510000,0
2020-02-03,1.513000,1.540000,1.513000,1.518000,1.518000,0
2020-02-10,1.515000,1.545000,1.510000,1.535000,1.535000,0
2020-02-17,1.535000,1.545000,1.513000,1.518000,1.518000,0
2020-02-24,1.498000,1.505000,1.230000,1.230000,1.230000,0
2020-03-02,1.090000,1.158000,0.325000,0.415000,0.415000,0
2020-03-09,0.235000,0.410000,0.155000,0.243000,0.243000,0
2020-03-16,0.130000,0.235000,-0.045000,-0.033000,-0.033000,0
2020-03-23,-0.030000,3.390000,-0.235000,-0.058000,-0.058000,0
2020-03-30,-0.043000,0.090000,-0.053000,0.058000,0.058000,0
2020-04-06,0.058000,0.215000,0.053000,0.210000,0.210000,0
2020-04-13,0.208000,0.260000,0.095000,0.103000,0.103000,0
2020-04-20,0.100000,0.110000,0.070000,0.100000,0.100000,0
2020-04-27,0.090000,0.103000,0.075000,0.093000,0.093000,0
2020-05-04,0.095000,0.110000,0.078000,0.095000,0.095000,0
2020-05-11,0.098000,0.123000,0.095000,0.103000,0.103000,0
2020-05-18,0.105000,0.120000,0.103000,0.110000,0.110000,0
2020-05-25,0.110000,0.140000,0.110000,0.128000,0.128000,0
2020-06-01,0.130000,0.148000,0.128000,0.145000,0.145000,0
2020-06-08,0.148000,0.168000,0.148000,0.150000,0.150000,0
2020-06-15,0.158000,0.165000,0.140000,0.143000,0.143000,0
2020-06-22,0.140000,0.145000,0.128000,0.133000,0.133000,0
2020-06-29,0.130000,0.138000,0.125000,0.133000,0.133000,0
2020-07-06,0.135000,0.143000,0.120000,0.120000,0.120000,0
2020-07-13,0.120000,0.133000,0.100000,0.105000,0.105000,0
2020-07-20,0.105000,0.115000,0.098000,0.098000,0.098000,0
2020-07-27,0.098000,0.105000,0.083000,0.083000,0.083000,0
2020-08-03,0.083000,0.095000,0.075000,0.088000,0.088000,0
2020-08-10,0.088000,0.103000,0.088000,0.088000,0.088000,0
2020-08-17,0.083000,0.100000,0.083000,0.088000,0.088000,0
2020-08-24,0.088000,0.095000,0.085000,0.095000,0.095000,0
2020-08-31,0.093000,0.105000,0.093000,0.103000,0.103000,0
2020-09-07,0.103000,0.110000,0.103000,0.103000,0.103000,0
2020-09-14,0.100000,0.105000,0.075000,0.083000,0.083000,0
2020-09-21,0.083000,0.093000,0.080000,0.090000,0.090000,0
2020-09-28,0.093000,0.093000,0.083000,0.085000,0.085000,0
2020-10-05,0.085000,0.095000,0.083000,0.093000,0.093000,0
2020-10-12,0.090000,0.100000,0.090000,0.090000,0.090000,0
2020-10-19,0.093000,0.095000,0.083000,0.083000,0.083000,0
2020-10-26,0.083000,0.090000,0.080000,0.083000,0.083000,0
2020-11-02,0.083000,0.090000,0.080000,0.083000,0.083000,0
2020-11-09,0.085000,0.095000,0.083000,0.083000,0.083000,0
2020-11-16,0.085000,0.085000,0.048000,0.058000,0.058000,0
2020-11-23,0.060000,0.085000,0.060000,0.073000,0.073000,0
2020-11-30,0.075000,0.083000,0.073000,0.075000,0.075000,0
2020-12-07,0.075000,0.078000,0.065000,0.065000,0.065000,0
2020-12-14,0.070000,0.083000,0.060000,0.080000,0.080000,0
2020-12-21,0.080000,0.085000,0.073000,0.075000,0.075000,0
2020-12-28,0.078000,0.090000,0.060000,0.065000,0.065000,0
2021-01-04,0.068000,0.083000,0.068000,0.080000,0.080000,0
2021-01-11,0.080000,0.080000,0.075000,0.075000,0.075000,0
2021-01-18,0.073000,0.080000,0.070000,0.070000,0.070000,0
2021-01-25,0.070000,0.073000,0.045000,0.048000,0.048000,0
2021-02-01,0.048000,0.060000,0.018000,0.023000,0.023000,0
2021-02-08,0.023000,0.038000,0.020000,0.035000,0.035000,0
2021-02-15,0.035000,0.035000,0.018000,0.023000,0.023000,0
2021-02-22,0.023000,0.040000,0.023000,0.035000,0.035000,0
2021-03-01,0.030000,0.038000,0.028000,0.028000,0.028000,0
2021-03-08,0.033000,0.040000,0.020000,0.025000,0.025000,0
2021-03-15,0.023000,0.023000,0.003000,0.005000,0.005000,0
2021-03-22,0.005000,0.015000,0.005000,0.015000,0.015000,0
2021-03-29,0.013000,0.015000,0.008000,0.008000,0.008000,0
2021-04-05,0.013000,0.015000,0.003000,0.003000,0.003000,0
2021-04-12,0.005000,0.015000,0.005000,0.008000,0.008000,0
2021-04-19,0.010000,0.018000,0.010000,0.015000,0.015000,0
2021-04-26,0.015000,0.015000,0.003000,0.003000,0.003000,0
2021-05-03,0.003000,0.015000,0.003000,0.008000,0.008000,0
2021-05-10,0.005000,0.010000,0.003000,0.005000,0.005000,0
2021-05-17,0.005000,0.010000,0.003000,0.003000,0.003000,0
2021-05-24,0.003000,0.010000,0.003000,0.008000,0.008000,0
2021-05-31,0.010000,0.018000,0.010000,0.015000,0.015000,0
2021-06-07,0.015000,0.020000,0.015000,0.018000,0.018000,0
2021-06-14,0.018000,0.035000,0.005000,0.028000,0.028000,0
2021-06-21,0.030000,0.043000,0.030000,0.043000,0.043000,0
2021-06-28,0.043000,0.045000,0.038000,0.038000,0.038000,0
2021-07-05,0.040000,0.045000,0.040000,0.043000,0.043000,0
2021-07-12,0.043000,0.050000,0.038000,0.038000,0.038000,0
2021-07-19,0.038000,0.045000,0.035000,0.045000,0.045000,0
2021-07-26,0.040000,0.045000,0.040000,0.040000,0.040000,0
2021-08-02,0.038000,0.045000,0.038000,0.043000,0.043000,0
2021-08-09,0.045000,0.050000,0.040000,0.045000,0.045000,0
2021-08-16,0.048000,0.065000,0.040000,0.043000,0.043000,0
2021-08-23,0.043000,0.050000,0.033000,0.043000,0.043000,0
2021-08-30,0.045000,0.045000,0.035000,0.040000,0.040000,0
2021-09-06,0.035000,0.040000,0.033000,0.038000,0.038000,0
2021-09-13,0.038000,0.038000,0.028000,0.028000,0.028000,0
2021-09-20,0.030000,0.035000,0.015000,0.025000,0.025000,0
2021-09-27,0.025000,0.035000,0.020000,0.028000,0.028000,0
2021-10-04,0.030000,0.045000,0.028000,0.040000,0.040000,0
2021-10-11,0.040000,0.045000,0.038000,0.038000,0.038000,0
2021-10-18,0.043000,0.050000,0.043000,0.050000,0.050000,0
2021-10-25,0.050000,0.050000,0.043000,0.048000,0.048000,0
2021-11-01,0.048000,0.048000,0.035000,0.040000,0.040000,0
2021-11-08,0.040000,0.045000,0.035000,0.043000,0.043000,0
2021-11-15,0.040000,0.045000,0.033000,0.045000,0.045000,0
2021-11-22,0.043000,0.053000,0.038000,0.043000,0.043000,0
2021-11-29,0.043000,0.050000,0.030000,0.043000,0.043000,0
2021-12-06,0.038000,0.060000,0.038000,0.050000,0.050000,0
2021-12-13,0.045000,0.055000,0.028000,0.030000,0.030000,0
2021-12-20,0.035000,0.070000,0.033000,0.058000,0.058000,0
2021-12-23,0.000000,0.000000,0.000000,0.058000,0.058000,0
